"count" "trt" "gene" "sample"
36.9280571692462 "social" "LOC115112426" "C20"
54.9842830892474 "social" "LOC115112426" "C21"
33.6321935317816 "social" "LOC115112426" "C22"
79.7545174893403 "social" "LOC115112426" "C23"
44.5149993435169 "social" "LOC115112426" "C24"
69.3840311192112 "social" "LOC115112426" "C25"
55.0619464018139 "social" "LOC115112426" "C26"
43.4925873299816 "social" "LOC115112426" "C27"
68.5044006284372 "social" "LOC115112426" "C28"
42.1103613804738 "social" "LOC115112426" "C29"
59.5921811354233 "social" "LOC115112426" "C30"
36.0002281361472 "territorial" "mdh1b" "C01"
6.85455881941374 "territorial" "mdh1b" "C02"
10.5730845829557 "territorial" "mdh1b" "C03"
4.48379329225255 "territorial" "mdh1b" "C04"
18.9791724611155 "territorial" "mdh1b" "C06"
43.4140084245666 "territorial" "mdh1b" "C07"
5.15301655639551 "territorial" "mdh1b" "C08"
346.103555246421 "territorial" "mdh1b" "C09"
116.92614821948 "territorial" "mdh1b" "C10"
25.9632174209481 "territorial" "mdh1b" "C11"
197.548950922709 "territorial" "mdh1b" "C12"
4.71588260536201 "territorial" "mdh1b" "C13"
6.98836197676643 "territorial" "mdh1b" "C14"
14.4798297733252 "territorial" "mdh1b" "C15"
16.9255220958148 "social" "mdh1b" "C16"
6.55378383751895 "social" "mdh1b" "C18"
10.0158191888795 "social" "mdh1b" "C19"
11.5131335627953 "social" "mdh1b" "C20"
6.01739575587315 "social" "mdh1b" "C21"
6.02203225529693 "social" "mdh1b" "C22"
12.6930026906677 "social" "mdh1b" "C23"
8.58438763452352 "social" "mdh1b" "C24"
6.32118572838405 "social" "mdh1b" "C25"
7.70629480778674 "social" "mdh1b" "C26"
7.04235024586676 "social" "mdh1b" "C27"
25.4636407370212 "social" "mdh1b" "C28"
16.2194698548457 "social" "mdh1b" "C29"
14.6115656442802 "social" "mdh1b" "C30"
169.93290701343 "territorial" "LOC115112427" "C01"
220.186176328304 "territorial" "LOC115112427" "C02"
49.858114456483 "territorial" "LOC115112427" "C03"
535.324249484905 "territorial" "LOC115112427" "C04"
72720.9714138126 "territorial" "LOC115112427" "C06"
86.3280168491331 "territorial" "LOC115112427" "C07"
351.337448352221 "territorial" "LOC115112427" "C08"
456.184687658244 "territorial" "LOC115112427" "C09"
553.719549928806 "territorial" "LOC115112427" "C10"
76.8896522628443 "territorial" "LOC115112427" "C11"
1184.78409897992 "territorial" "LOC115112427" "C12"
150.163832490351 "territorial" "LOC115112427" "C13"
40.3570807144224 "territorial" "LOC115112427" "C14"
2575.58464424651 "territorial" "LOC115112427" "C15"
44.9455303769108 "social" "LOC115112427" "C16"
122.584640723299 "social" "LOC115112427" "C18"
195.574293372031 "social" "LOC115112427" "C19"
51.3298472129016 "social" "LOC115112427" "C20"
97.7441001972643 "social" "LOC115112427" "C21"
39.1542257870785 "social" "LOC115112427" "C22"
106.753309161533 "social" "LOC115112427" "C23"
56.1924481489398 "social" "LOC115112427" "C24"
80.056204954582 "social" "LOC115112427" "C25"
80.7987135724808 "social" "LOC115112427" "C26"
74.3350956319249 "social" "LOC115112427" "C27"
119.292497300308 "social" "LOC115112427" "C28"
74.473975787509 "social" "LOC115112427" "C29"
85.1693938656811 "social" "LOC115112427" "C30"
213.501368816883 "territorial" "LOC115105764" "C01"
882.875881781451 "territorial" "LOC115105764" "C02"
808.361383553048 "territorial" "LOC115105764" "C03"
269.406047227047 "territorial" "LOC115105764" "C04"
426.752911436399 "territorial" "LOC115105764" "C06"
1039.82364153247 "territorial" "LOC115105764" "C07"
95.4215377504683 "territorial" "LOC115105764" "C08"
109399.385393503 "territorial" "LOC115105764" "C09"
14713.95215418 "territorial" "LOC115105764" "C10"
187.654648043968 "territorial" "LOC115105764" "C11"
64055.3418039862 "territorial" "LOC115105764" "C12"
263.290015734232 "territorial" "LOC115105764" "C13"
240.569393140358 "territorial" "LOC115105764" "C14"
476.746200944613 "territorial" "LOC115105764" "C15"
1271.06244447038 "social" "LOC115105764" "C16"
182.113515125568 "social" "LOC115105764" "C18"
149.184674826243 "social" "LOC115105764" "C19"
116.561484469459 "social" "LOC115105764" "C20"
328.095373004968 "social" "LOC115105764" "C21"
425.696483657863 "social" "LOC115105764" "C22"
104.140522870676 "social" "LOC115105764" "C23"
456.818768704216 "social" "LOC115105764" "C24"
213.943476707415 "social" "LOC115105764" "C25"
142.566954782081 "social" "LOC115105764" "C26"
280.886439108575 "social" "LOC115105764" "C27"
629.755909612501 "social" "LOC115105764" "C28"
245.538794796123 "social" "LOC115105764" "C29"
148.671439264942 "social" "LOC115105764" "C30"
766.982198394087 "territorial" "LOC115138859" "C01"
426.255440900721 "territorial" "LOC115138859" "C02"
237.217487699459 "territorial" "LOC115138859" "C03"
273.3898405193 "territorial" "LOC115138859" "C04"
168.044496980781 "territorial" "LOC115138859" "C06"
542.289356360153 "territorial" "LOC115138859" "C07"
41.4465456962805 "territorial" "LOC115138859" "C08"
67573.6751296808 "territorial" "LOC115138859" "C09"
17466.7663835573 "territorial" "LOC115138859" "C10"
216.937348078059 "territorial" "LOC115138859" "C11"
28915.9407528249 "territorial" "LOC115138859" "C12"
48.2800028607695 "territorial" "LOC115138859" "C13"
206.273765548878 "territorial" "LOC115138859" "C14"
27.5276708950955 "territorial" "LOC115138859" "C15"
701.000207027398 "social" "LOC115138859" "C16"
120.566712777459 "social" "LOC115138859" "C18"
31.4264123638585 "social" "LOC115138859" "C19"
70.8146219778472 "social" "LOC115138859" "C20"
159.814802450837 "social" "LOC115138859" "C21"
95.755056403872 "social" "LOC115138859" "C22"
173.814823960206 "social" "LOC115138859" "C23"
234.947241401182 "social" "LOC115138859" "C24"
53.8608691768538 "social" "LOC115138859" "C25"
600.681410419953 "social" "LOC115138859" "C26"
355.656156204195 "social" "LOC115138859" "C27"
92.6072261676301 "social" "LOC115138859" "C28"
539.585348551471 "social" "LOC115138859" "C29"
686.674879453124 "social" "LOC115138859" "C30"
5.34094020038371 "territorial" "LOC115141814" "C01"
10.4857352876502 "territorial" "LOC115141814" "C02"
6.54385074977343 "territorial" "LOC115141814" "C03"
4.48379329225255 "territorial" "LOC115141814" "C04"
16.5152827996335 "territorial" "LOC115141814" "C06"
28.6623180286218 "territorial" "LOC115141814" "C07"
2.3612066225582 "territorial" "LOC115141814" "C08"
262.902699353764 "territorial" "LOC115141814" "C09"
52.8526975215113 "territorial" "LOC115141814" "C10"
19.5974130657111 "territorial" "LOC115141814" "C11"
87.0821147993723 "territorial" "LOC115141814" "C12"
4.71588260536201 "territorial" "LOC115141814" "C13"
13.4767239535329 "territorial" "LOC115141814" "C14"
2.36397730311003 "territorial" "LOC115141814" "C15"
11.1282790031743 "social" "LOC115141814" "C16"
5.54481986459912 "social" "LOC115141814" "C18"
11.2052965874895 "social" "LOC115141814" "C19"
5.58298472129016 "social" "LOC115141814" "C20"
0.5 "social" "LOC115141814" "C21"
18.446604829715 "social" "LOC115141814" "C22"
3.9837150544765 "social" "LOC115141814" "C23"
8.58438763452352 "social" "LOC115141814" "C24"
8.26158097117873 "social" "LOC115141814" "C25"
9.7652361814401 "social" "LOC115141814" "C26"
3.30386439108575 "social" "LOC115141814" "C27"
6.52570638479823 "social" "LOC115141814" "C28"
6.97272288140703 "social" "LOC115141814" "C29"
4.02789141107005 "social" "LOC115141814" "C30"
42.4548150699922 "territorial" "LOC115124398" "C01"
17.748088224123 "territorial" "LOC115124398" "C02"
29.7119452905716 "territorial" "LOC115124398" "C03"
4.48379329225255 "territorial" "LOC115124398" "C04"
34.994455260749 "territorial" "LOC115124398" "C06"
82.30482855933 "territorial" "LOC115124398" "C07"
27.4874960270939 "territorial" "LOC115124398" "C08"
608.506254600185 "territorial" "LOC115124398" "C09"
296.644363591833 "territorial" "LOC115124398" "C10"
22.1437348078059 "territorial" "LOC115124398" "C11"
256.26555751079 "territorial" "LOC115124398" "C12"
11.7423536142987 "territorial" "LOC115124398" "C13"
12.5498150997091 "territorial" "LOC115124398" "C14"
12.6158524702152 "territorial" "LOC115124398" "C15"
31.4186298274162 "social" "LOC115124398" "C16"
16.6434235667172 "social" "LOC115124398" "C18"
19.5316383777591 "social" "LOC115124398" "C19"
13.2074618032254 "social" "LOC115124398" "C20"
11.5347915117463 "social" "LOC115124398" "C21"
30.8711774041331 "social" "LOC115124398" "C22"
55.3685121080048 "social" "LOC115124398" "C23"
26.5496934890202 "social" "LOC115124398" "C24"
22.8145452921389 "social" "LOC115124398" "C25"
18.0010016760535 "social" "LOC115124398" "C26"
6.10772878217151 "social" "LOC115124398" "C27"
9.9689671761115 "social" "LOC115124398" "C28"
9.74674697343862 "social" "LOC115124398" "C29"
15.4935384970477 "social" "LOC115124398" "C30"
24.7047010019186 "territorial" "dnali1" "C01"
17.748088224123 "territorial" "dnali1" "C02"
7.551159208069 "territorial" "dnali1" "C03"
4.48379329225255 "territorial" "dnali1" "C04"
5.42777932296414 "territorial" "dnali1" "C06"
13.910627632677 "territorial" "dnali1" "C07"
4.2224132451164 "territorial" "dnali1" "C08"
186.101909299004 "territorial" "dnali1" "C09"
92.7032583214677 "territorial" "dnali1" "C10"
4.31948261314221 "territorial" "dnali1" "C11"
214.467295193851 "territorial" "dnali1" "C12"
4.01323550446834 "territorial" "dnali1" "C13"
4.2076354152951 "territorial" "dnali1" "C14"
5.15994325777508 "territorial" "dnali1" "C15"
21.7565580063486 "social" "dnali1" "C16"
7.56274781043877 "social" "dnali1" "C18"
6.44738699304972 "social" "dnali1" "C19"
9.8188053223653 "social" "dnali1" "C20"
8.77609363380972 "social" "dnali1" "C21"
3.26101612764846 "social" "dnali1" "C22"
17.0476465087633 "social" "dnali1" "C23"
9.48265292724835 "social" "dnali1" "C24"
4.38079048558937 "social" "dnali1" "C25"
6.67682412096006 "social" "dnali1" "C26"
7.97697170956201 "social" "dnali1" "C27"
3.94326079131327 "social" "dnali1" "C28"
5.12337348671931 "social" "dnali1" "C29"
6.67380996937258 "social" "dnali1" "C30"
29.5456412023023 "territorial" "efcab1" "C01"
9.57794117059106 "territorial" "efcab1" "C02"
12.5877014995469 "territorial" "efcab1" "C03"
3.48784496918941 "territorial" "efcab1" "C04"
26.3708414455618 "territorial" "efcab1" "C06"
31.3444435551572 "territorial" "efcab1" "C07"
9.80603311279101 "territorial" "efcab1" "C08"
334.583436738207 "territorial" "efcab1" "C09"
146.618722933173 "territorial" "efcab1" "C10"
23.4168956788533 "territorial" "efcab1" "C11"
120.918803341656 "territorial" "efcab1" "C12"
8.22911810983035 "territorial" "efcab1" "C13"
12.5498150997091 "territorial" "efcab1" "C14"
13.5478411217702 "territorial" "efcab1" "C15"
13.0606933673878 "social" "efcab1" "C16"
3.52689191875947 "social" "efcab1" "C18"
17.1526835805392 "social" "efcab1" "C19"
5.58298472129016 "social" "efcab1" "C20"
16.3625127981353 "social" "efcab1" "C21"
43.2957499785512 "social" "efcab1" "C22"
4.85464381809562 "social" "efcab1" "C23"
13.0757140981477 "social" "efcab1" "C24"
4.38079048558937 "social" "efcab1" "C25"
9.7652361814401 "social" "efcab1" "C26"
5.17310731847626 "social" "efcab1" "C27"
7.38652158262655 "social" "efcab1" "C28"
4.19869878937545 "social" "efcab1" "C29"
11.0836742332101 "social" "efcab1" "C30"
26.3183477353798 "territorial" "LOC115131920" "C01"
8.67014705353195 "territorial" "LOC115131920" "C02"
5.53654229147786 "territorial" "LOC115131920" "C03"
4.48379329225255 "territorial" "LOC115131920" "C04"
7.89166898444622 "territorial" "LOC115131920" "C06"
17.9338159224802 "territorial" "LOC115131920" "C07"
12.5978430466283 "territorial" "LOC115131920" "C08"
141.301448433727 "territorial" "LOC115131920" "C09"
58.3223823371916 "territorial" "LOC115131920" "C10"
11.9584478394266 "territorial" "LOC115131920" "C11"
99.0244754613547 "territorial" "LOC115131920" "C12"
4.01323550446834 "territorial" "LOC115131920" "C13"
2.35381770764755 "territorial" "LOC115131920" "C14"
13.5478411217702 "territorial" "LOC115131920" "C15"
13.0606933673878 "social" "LOC115131920" "C16"
5.54481986459912 "social" "LOC115131920" "C18"
6.44738699304972 "social" "LOC115131920" "C19"
3.04149236064508 "social" "LOC115131920" "C20"
3.25869787793657 "social" "LOC115131920" "C21"
15.6855887020665 "social" "LOC115131920" "C22"
4.85464381809562 "social" "LOC115131920" "C23"
4.99132646362418 "social" "LOC115131920" "C24"
3.41059286419202 "social" "LOC115131920" "C25"
0.5 "social" "LOC115131920" "C26"
7.04235024586676 "social" "LOC115131920" "C27"
2.22163039565664 "social" "LOC115131920" "C28"
9.74674697343862 "social" "LOC115131920" "C29"
10.2017013804426 "social" "LOC115131920" "C30"
45.6821085369146 "territorial" "lg27h9orf116" "C01"
23.1948529264777 "territorial" "lg27h9orf116" "C02"
26.6900199156849 "territorial" "lg27h9orf116" "C03"
17.4311214920733 "territorial" "lg27h9orf116" "C04"
15.2833379688924 "territorial" "lg27h9orf116" "C06"
68.8942009266529 "territorial" "lg27h9orf116" "C07"
4.2224132451164 "territorial" "lg27h9orf116" "C08"
1048.83078424748 "territorial" "lg27h9orf116" "C09"
369.313033285871 "territorial" "lg27h9orf116" "C10"
29.7827000340903 "territorial" "lg27h9orf116" "C11"
334.886098535507 "territorial" "lg27h9orf116" "C12"
11.039706513405 "territorial" "lg27h9orf116" "C13"
6.06145312294266 "territorial" "lg27h9orf116" "C14"
9.81988651555017 "territorial" "lg27h9orf116" "C15"
22.7227651884554 "social" "lg27h9orf116" "C16"
13.6165316479577 "social" "lg27h9orf116" "C18"
11.2052965874895 "social" "lg27h9orf116" "C19"
18.2904465245156 "social" "lg27h9orf116" "C20"
9.46576810329387 "social" "lg27h9orf116" "C21"
3.26101612764846 "social" "lg27h9orf116" "C22"
9.20928763619124 "social" "lg27h9orf116" "C23"
16.668775269047 "social" "lg27h9orf116" "C24"
15.0529643209601 "social" "lg27h9orf116" "C25"
14.9125896155735 "social" "lg27h9orf116" "C26"
13.5847004917335 "social" "lg27h9orf116" "C27"
10.8297823739398 "social" "lg27h9orf116" "C28"
22.6921927362527 "social" "lg27h9orf116" "C29"
22.5493213191878 "social" "lg27h9orf116" "C30"
19.8637608015348 "territorial" "ccdc173" "C01"
24.1026470435368 "territorial" "ccdc173" "C02"
14.602318416138 "territorial" "ccdc173" "C03"
11.4554315536945 "territorial" "ccdc173" "C04"
10.3555586459283 "territorial" "ccdc173" "C06"
42.0729456612988 "territorial" "ccdc173" "C07"
2.3612066225582 "territorial" "ccdc173" "C08"
526.585411875108 "territorial" "ccdc173" "C09"
250.542734431099 "territorial" "ccdc173" "C10"
9.41212609733183 "territorial" "ccdc173" "C11"
287.116655887577 "territorial" "ccdc173" "C12"
11.039706513405 "territorial" "ccdc173" "C13"
7.91527083059021 "territorial" "ccdc173" "C14"
14.4798297733252 "territorial" "ccdc173" "C15"
18.8579364600284 "social" "ccdc173" "C16"
7.56274781043877 "social" "ccdc173" "C18"
6.44738699304972 "social" "ccdc173" "C19"
3.88865648086011 "social" "ccdc173" "C20"
6.70707022535729 "social" "ccdc173" "C21"
14.3050806382423 "social" "ccdc173" "C22"
13.5639314542869 "social" "ccdc173" "C23"
6.78785704907385 "social" "ccdc173" "C24"
15.0529643209601 "social" "ccdc173" "C25"
10.7947068682668 "social" "ccdc173" "C26"
15.453943419124 "social" "ccdc173" "C27"
9.10815197828319 "social" "ccdc173" "C28"
8.82207227609476 "social" "ccdc173" "C29"
14.6115656442802 "social" "ccdc173" "C30"
53.7503422042208 "territorial" "pih1d3" "C01"
17.748088224123 "territorial" "pih1d3" "C02"
30.7192537488671 "territorial" "pih1d3" "C03"
20.4189664612628 "territorial" "pih1d3" "C04"
111.375034766693 "territorial" "pih1d3" "C06"
55.4835732939759 "territorial" "pih1d3" "C07"
39.5853390737223 "territorial" "pih1d3" "C08"
634.106517951772 "territorial" "pih1d3" "C09"
252.105501521293 "territorial" "pih1d3" "C10"
41.2411478735169 "territorial" "pih1d3" "C11"
288.111852609409 "territorial" "pih1d3" "C12"
17.363530421448 "territorial" "pih1d3" "C13"
23.6727213455944 "territorial" "pih1d3" "C14"
47.0994325777508 "territorial" "pih1d3" "C15"
26.5875939168824 "social" "pih1d3" "C16"
22.6972074042361 "social" "pih1d3" "C18"
36.1843219582983 "social" "pih1d3" "C19"
21.6791030053757 "social" "pih1d3" "C20"
40.5011192300803 "social" "pih1d3" "C21"
37.7737177232543 "social" "pih1d3" "C22"
23.1441478540972 "social" "pih1d3" "C23"
17.5670405617719 "social" "pih1d3" "C24"
19.9039524279468 "social" "pih1d3" "C25"
21.0894137365335 "social" "pih1d3" "C26"
21.0616722012955 "social" "pih1d3" "C27"
15.9946735609097 "social" "pih1d3" "C28"
14.3701204601579 "social" "pih1d3" "C29"
24.3132670247228 "social" "pih1d3" "C30"
521.70789490798 "territorial" "LOC115137859" "C01"
2724.79014529438 "territorial" "LOC115137859" "C02"
1227.40170220401 "territorial" "LOC115137859" "C03"
795.266761804384 "territorial" "LOC115137859" "C04"
841.918319396128 "territorial" "LOC115137859" "C06"
2443.91635467376 "territorial" "LOC115137859" "C07"
71.2258516572117 "territorial" "LOC115137859" "C08"
202987.548141066 "territorial" "LOC115137859" "C09"
37047.4566401477 "territorial" "LOC115137859" "C10"
756.757557402158 "territorial" "LOC115137859" "C11"
331903.582714536 "territorial" "LOC115137859" "C12"
1202.02654252817 "territorial" "LOC115137859" "C13"
