"count" "trt" "gene" "sample"
150.569146211895 "territorial" "LOC115137856" "C01"
228.356323381836 "territorial" "LOC115137856" "C02"
147.567034911153 "territorial" "LOC115137856" "C03"
87.147504106493 "territorial" "LOC115137856" "C04"
100.287531290024 "territorial" "LOC115137856" "C06"
621.412059392947 "territorial" "LOC115137856" "C07"
19.112066225582 "territorial" "LOC115137856" "C08"
79002.9127029967 "territorial" "LOC115137856" "C09"
20414.1451156639 "territorial" "LOC115137856" "C10"
101.079708812745 "territorial" "LOC115137856" "C11"
38891.7926924675 "territorial" "LOC115137856" "C12"
85.5202992081339 "territorial" "LOC115137856" "C13"
58.8952577908979 "territorial" "LOC115137856" "C14"
109.542672231937 "territorial" "LOC115137856" "C15"
687.473306477903 "social" "LOC115137856" "C16"
65.0736942668688 "social" "LOC115137856" "C18"
23.1000705735889 "social" "LOC115137856" "C19"
31.845072447956 "social" "LOC115137856" "C20"
93.6060533803594 "social" "LOC115137856" "C21"
104.038104786817 "social" "LOC115137856" "C22"
27.4987916721928 "social" "LOC115137856" "C23"
179.254793252242 "social" "LOC115137856" "C24"
115.953516946284 "social" "LOC115137856" "C25"
68.4450653305607 "social" "LOC115137856" "C26"
73.4004741682296 "social" "LOC115137856" "C27"
107.241084530712 "social" "LOC115137856" "C28"
59.6791806300072 "social" "LOC115137856" "C29"
73.7037467797034 "social" "LOC115137856" "C30"
39.2275216030697 "territorial" "LOC115137857" "C01"
53.1520587894281 "territorial" "LOC115137857" "C02"
27.6973283739804 "territorial" "LOC115137857" "C03"
34.3622429841467 "territorial" "LOC115137857" "C04"
7.89166898444622 "territorial" "LOC115137857" "C06"
23.298066975551 "territorial" "LOC115137857" "C07"
3.2918099338373 "territorial" "LOC115137857" "C08"
10655.3296069304 "territorial" "LOC115137857" "C09"
1314.78712285346 "territorial" "LOC115137857" "C10"
14.5047695815214 "territorial" "LOC115137857" "C11"
3770.30518229911 "territorial" "LOC115137857" "C12"
7.52647100893669 "territorial" "LOC115137857" "C13"
15.3305416611804 "territorial" "LOC115137857" "C14"
5.15994325777508 "territorial" "LOC115137857" "C15"
47.844151923231 "social" "LOC115137857" "C16"
10.5896397291982 "social" "LOC115137857" "C18"
5.25790959443977 "social" "LOC115137857" "C19"
10.6659694425803 "social" "LOC115137857" "C20"
12.2244659812304 "social" "LOC115137857" "C21"
11.5440645105939 "social" "LOC115137857" "C22"
15.3057889815251 "social" "LOC115137857" "C23"
17.5670405617719 "social" "LOC115137857" "C24"
5.35098810698671 "social" "LOC115137857" "C25"
35.502003352107 "social" "LOC115137857" "C26"
22.930915128686 "social" "LOC115137857" "C27"
13.4122279674248 "social" "LOC115137857" "C28"
97.5908432211055 "social" "LOC115137857" "C29"
105.454769479334 "social" "LOC115137857" "C30"
13.4091738676899 "territorial" "LOC115143451" "C01"
8.67014705353195 "territorial" "LOC115143451" "C02"
12.5877014995469 "territorial" "LOC115143451" "C03"
159.851731690102 "territorial" "LOC115143451" "C04"
5.42777932296414 "territorial" "LOC115143451" "C06"
16.5927531592125 "territorial" "LOC115143451" "C07"
94.4909344391892 "territorial" "LOC115143451" "C08"
18.4201843461107 "territorial" "LOC115143451" "C09"
128.646901395938 "territorial" "LOC115143451" "C10"
5.59264348418962 "territorial" "LOC115143451" "C11"
28.3655082112922 "territorial" "LOC115143451" "C12"
16.6608833205544 "territorial" "LOC115143451" "C13"
19.0381770764755 "territorial" "LOC115143451" "C14"
4.22795460622007 "territorial" "LOC115143451" "C15"
0.5 "social" "LOC115143451" "C16"
2.51792794583965 "social" "LOC115143451" "C18"
2.87895479721989 "social" "LOC115143451" "C19"
0.5 "social" "LOC115143451" "C20"
4.63804681690486 "social" "LOC115143451" "C21"
3.26101612764846 "social" "LOC115143451" "C22"
6.59650134533387 "social" "LOC115143451" "C23"
0.5 "social" "LOC115143451" "C24"
5.35098810698671 "social" "LOC115143451" "C25"
6.67682412096006 "social" "LOC115143451" "C26"
2.3692429273905 "social" "LOC115143451" "C27"
6.52570638479823 "social" "LOC115143451" "C28"
19.9181686442211 "social" "LOC115143451" "C29"
9.31972852767511 "social" "LOC115143451" "C30"
55.363988937682 "territorial" "LOC115139209" "C01"
9.57794117059106 "territorial" "LOC115139209" "C02"
14.602318416138 "territorial" "LOC115139209" "C03"
3.48784496918941 "territorial" "LOC115139209" "C04"
20.2111172918566 "territorial" "LOC115139209" "C06"
31.3444435551572 "territorial" "LOC115139209" "C07"
14.4590496691865 "territorial" "LOC115139209" "C08"
888.82913830006 "territorial" "LOC115139209" "C09"
306.802349678096 "territorial" "LOC115139209" "C10"
23.4168956788533 "territorial" "LOC115139209" "C11"
316.972557542533 "territorial" "LOC115139209" "C12"
1.90529420178734 "territorial" "LOC115139209" "C13"
3.28072656147133 "territorial" "LOC115139209" "C14"
4.22795460622007 "territorial" "LOC115139209" "C15"
29.4862154632027 "social" "LOC115139209" "C16"
2.51792794583965 "social" "LOC115139209" "C18"
4.06843219582983 "social" "LOC115139209" "C19"
6.43014884150519 "social" "LOC115139209" "C20"
2.56902340845243 "social" "LOC115139209" "C21"
14.3050806382423 "social" "LOC115139209" "C22"
10.9511451634295 "social" "LOC115139209" "C23"
8.58438763452352 "social" "LOC115139209" "C24"
6.32118572838405 "social" "LOC115139209" "C25"
9.7652361814401 "social" "LOC115139209" "C26"
5.17310731847626 "social" "LOC115139209" "C27"
3.08244559348496 "social" "LOC115139209" "C28"
2.34934939468772 "social" "LOC115139209" "C29"
6.67380996937258 "social" "LOC115139209" "C30"
37.6138748696084 "territorial" "LOC115125542" "C01"
59.5066176088419 "territorial" "LOC115125542" "C02"
46.8361890815963 "territorial" "LOC115125542" "C03"
23.4068114304522 "territorial" "LOC115125542" "C04"
25.1388966148207 "territorial" "LOC115125542" "C06"
180.202410277872 "territorial" "LOC115125542" "C07"
9.80603311279101 "territorial" "LOC115125542" "C08"
4205.34325549812 "territorial" "LOC115125542" "C09"
1460.12446224154 "territorial" "LOC115125542" "C10"
18.3242521946637 "territorial" "LOC115125542" "C11"
2877.61372281592 "territorial" "LOC115125542" "C12"
22.2820601277037 "territorial" "LOC115125542" "C13"
6.98836197676643 "territorial" "LOC115125542" "C14"
43.3714779715308 "territorial" "LOC115125542" "C15"
131.904176766519 "social" "LOC115125542" "C16"
11.5986037021181 "social" "LOC115125542" "C18"
5.25790959443977 "social" "LOC115125542" "C19"
9.8188053223653 "social" "LOC115125542" "C20"
28.0869787793657 "social" "LOC115125542" "C21"
44.6762580423754 "social" "LOC115125542" "C22"
7.46743010895299 "social" "LOC115125542" "C23"
41.8202034653424 "social" "LOC115125542" "C24"
22.8145452921389 "social" "LOC115125542" "C25"
15.9420603024002 "social" "LOC115125542" "C26"
10.7808361006478 "social" "LOC115125542" "C27"
38.375868704446 "social" "LOC115125542" "C28"
18.0688192495334 "social" "LOC115125542" "C29"
10.2017013804426 "social" "LOC115125542" "C30"
198.978548215732 "territorial" "LOC115138857" "C01"
124.867794037098 "territorial" "LOC115138857" "C02"
73.0262089972811 "territorial" "LOC115138857" "C03"
23.4068114304522 "territorial" "LOC115138857" "C04"
47.3139035681594 "territorial" "LOC115138857" "C06"
164.10965711866 "territorial" "LOC115138857" "C07"
18.1814629143029 "territorial" "LOC115138857" "C08"
14769.2919275304 "territorial" "LOC115138857" "C09"
5763.20364509173 "territorial" "LOC115138857" "C10"
61.6117218102754 "territorial" "LOC115138857" "C11"
7485.37454489746 "territorial" "LOC115138857" "C12"
15.9582362196607 "territorial" "LOC115138857" "C13"
15.3305416611804 "territorial" "LOC115138857" "C14"
11.6838638186602 "territorial" "LOC115138857" "C15"
185.04557178239 "social" "LOC115138857" "C16"
38.8406309709533 "social" "LOC115138857" "C18"
5.25790959443977 "social" "LOC115138857" "C19"
7.27731296172021 "social" "LOC115138857" "C20"
40.5011192300803 "social" "LOC115138857" "C21"
21.2076209573635 "social" "LOC115138857" "C22"
37.0790080720032 "social" "LOC115138857" "C23"
52.5993869780405 "social" "LOC115138857" "C24"
11.1721738353708 "social" "LOC115138857" "C25"
168.303721952748 "social" "LOC115138857" "C26"
93.0275249058299 "social" "LOC115138857" "C27"
16.8554887587381 "social" "LOC115138857" "C28"
119.783035957358 "social" "LOC115138857" "C29"
187.478244786712 "social" "LOC115138857" "C30"
10.1818804007674 "territorial" "upk1b" "C01"
10.4857352876502 "territorial" "upk1b" "C02"
27.6973283739804 "territorial" "upk1b" "C03"
6.47568993837883 "territorial" "upk1b" "C04"
21.4430621225976 "territorial" "upk1b" "C06"
30.0033807918895 "territorial" "upk1b" "C07"
16.3202562917447 "territorial" "upk1b" "C08"
531.705464545425 "territorial" "upk1b" "C09"
241.94751543503 "territorial" "upk1b" "C10"
55.2459174550384 "territorial" "upk1b" "C11"
142.813131221957 "territorial" "upk1b" "C12"
48.9826499616631 "territorial" "upk1b" "C13"
15.3305416611804 "territorial" "upk1b" "C14"
4.22795460622007 "territorial" "upk1b" "C15"
24.6551795526689 "social" "upk1b" "C16"
3.52689191875947 "social" "upk1b" "C18"
37.3737993569082 "social" "upk1b" "C19"
7.27731296172021 "social" "upk1b" "C20"
11.5347915117463 "social" "upk1b" "C21"
19.8271128935392 "social" "upk1b" "C22"
9.20928763619124 "social" "upk1b" "C23"
7.68612234179868 "social" "upk1b" "C24"
17.9635571851521 "social" "upk1b" "C25"
9.7652361814401 "social" "upk1b" "C26"
7.04235024586676 "social" "upk1b" "C27"
7.38652158262655 "social" "upk1b" "C28"
9.74674697343862 "social" "upk1b" "C29"
34.0149684051654 "social" "upk1b" "C30"
134.432678877283 "territorial" "LOC115112426" "C01"
142.115882261221 "territorial" "LOC115112426" "C02"
50.8654229147786 "territorial" "LOC115112426" "C03"
430.749675563276 "territorial" "LOC115112426" "C04"
52598.3845484885 "territorial" "LOC115112426" "C06"
79.6227030327946 "territorial" "LOC115112426" "C07"
253.624100667916 "territorial" "LOC115112426" "C08"
285.942936370192 "territorial" "LOC115112426" "C09"
381.815170007426 "territorial" "LOC115112426" "C10"
47.606952228754 "territorial" "LOC115112426" "C11"
847.412410278918 "territorial" "LOC115112426" "C12"
75.6832397956225 "territorial" "LOC115112426" "C13"
21.8189036379468 "territorial" "LOC115112426" "C14"
1852.36145063982 "territorial" "LOC115112426" "C15"
35.2834585558432 "social" "LOC115112426" "C16"
73.1454060502274 "social" "LOC115112426" "C18"
150.374152224853 "social" "LOC115112426" "C19"
