"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","description","treatment"
"LOC115112427",278.917581430526,2.29817716365885,0.21498804559297,5.42161251407845,5.90638026053084e-08,0.000171849357917911,"serum amyloid A-5 protein-like","gonad"
"LOC115112426",197.66563369121,2.28275177858374,0.214919959293435,5.48562487930015,4.12010373173471e-08,0.000156028328320793,"serum amyloid A-5 protein-like","gonad"
"LOC115141356",1129.64019049195,1.40196066226559,0.191763042533452,3.47518272515327,0.000510505485149749,0.0142572586450007,"C-type lectin domain family 4 member E-like","gonad"
"LOC115142066",427.480512982859,1.3989352268921,0.214493213579704,3.67754651468102,0.000235488142766525,0.00946428057947763,"hepcidin-like","gonad"
"LOC115141350",862.435645005745,1.37819841908882,0.198213336656917,3.26140417908571,0.00110861894482114,0.0225052893209795,"CD209 antigen-like protein E","gonad"
"LOC115105764",862.14369134894,1.35465149968547,0.204835841796736,4.10800126128158,3.99097925409618e-05,0.00405875972915083,"neurofibromin-like","gonad"
"LOC115137859",2236.16054301084,1.27753897846857,0.20352024422145,3.56087128079323,0.000369626258934647,0.0119231230203195,"saxiphilin-like","gonad"
"hspb11",72.8560011859613,1.21890586475799,0.203843847382539,6.00287786691642,1.93850436997996e-09,1.83527901227853e-05,"heat shock protein family B (small) member 11","gonad"
"lg27h9orf116",41.7679479335699,1.21593360125096,0.211031276334072,4.34084644786701,1.41934888076724e-05,0.00244321555066615,"linkage group 27 C9orf116 homolog","gonad"
"LOC115110674",19.2734322056685,1.16183532051463,0.215092203426572,3.30701938856427,0.000942943652881919,0.0207853760969955,"forkhead box protein J1-A-like, transcript variant X2","gonad"
"riiad1",44.6951816537097,1.12683043681468,0.213205728939214,3.688480429428,0.000225597374749907,0.00934723477218708,"regulatory subunit of type II PKA R-subunit (RIIa) domain containing 1","gonad"
"ccdc173",30.5465850858778,1.1070057640158,0.210235610728676,4.24268565163589,2.20860699098305e-05,0.00296595555845844,"coiled-coil domain containing 173","gonad"
"LOC115132668",19.9279444841658,1.09437722157265,0.20383013821826,-3.01556345945716,0.00256502257647287,0.0372240718735078,"receptor-transporting protein 3-like, transcript variant X2","gonad"
"LOC115125542",81.0734740618532,1.08624239452019,0.199311343580051,4.3346349854086,1.46002177411193e-05,0.00248325010156366,"calcyphosin-like protein, transcript variant X1","gonad"
