"gene","baseMean","log2FoldChange","lfcSE","pvalue","padj","description","treatment"
"LOC115128867",47.8409586615357,0.175324455094398,0.14350301558399,0.0192188879989799,0.199629818720235,"E3 ubiquitin-protein ligase MARCH5-like","liver"
"btf3",357.806417440062,0.175298929443278,0.110220993720137,0.0128730813662115,0.17263994630316,"basic transcription factor 3, transcript variant X1","liver"
"LOC115123078",63.1006776813269,0.175264919180227,0.129382970923343,0.0173497006868094,0.190896114372334,"protein unc-50 homolog","liver"
"LOC115127628",38.3504345309965,0.174781101833599,0.170519346393059,0.0214876365252175,0.207029344405082,"magnesium transporter NIPA2-like","liver"
"LOC115132005",41.2777436989257,0.174599332825164,0.15916489118635,0.020948201710547,0.204565190529633,"protein RCC2 homolog","liver"
"LOC115103691",71.5905443250552,0.174502634345477,0.126183697509607,0.0167631841967457,0.186676406261984,"dynactin subunit 3-like","liver"
"LOC115104581",142.732463533201,0.174227799370329,0.161248007724001,0.0211289493704235,0.204972591315139,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4-like","liver"
"LOC115104186",136.767314437991,0.172804890489982,0.174785890537098,0.0221007542377341,0.209084663997893,"ubiquitin domain-containing protein UBFD1-like, transcript variant X1","liver"
"LOC115113723",756.362964793955,0.172773183978676,0.175198138856681,0.021850902900755,0.209084663997893,"40S ribosomal protein S13-like","liver"
"LOC115132748",186.092997663318,0.172735925665763,0.138604571216915,0.0196822629938432,0.201245991223243,"cytochrome c oxidase subunit 6B1-like, transcript variant X2","liver"
"LOC115141006",54.2723929351585,0.172634576446119,0.143466334856258,0.02027829454824,0.202673878336456,"protein DEK-like, transcript variant X2","liver"
"LOC115132221",71.5026139685098,0.171998614498584,0.167963232052664,0.0223671674374148,0.209427906055794,"lysosomal amino acid transporter 1 homolog, transcript variant X1","liver"
"LOC115129540",79765.8844068798,0.171829954194462,0.239310929034799,0.0529406807735014,0.302493985279894,"leukocyte cell-derived chemotaxin-2-like, transcript variant X2","liver"
