"category","term","ontology","over_represented_pvalue","FDR","numDEInCat","numInCat"
"GO:0003735","structural constituent of ribosome","MF",8.10621211801562e-16,4.91722827078828e-12,62,241
"GO:0005840","ribosome","CC",1.48904734875532e-12,4.5162806087749e-09,49,193
"GO:0022625","cytosolic large ribosomal subunit","CC",1.01589832688063e-09,2.05414641695263e-06,27,86
"GO:0006412","translation","BP",2.82346291678091e-08,4.28178151329825e-05,41,193
"GO:0006123","mitochondrial electron transport, cytochrome c to oxygen","BP",6.02398293762099e-08,7.30829609992179e-05,14,31
"GO:0005746","mitochondrial respirasome","CC",9.90431269098109e-08,0.000100132601305819,8,10
"GO:0005747","mitochondrial respiratory chain complex I","CC",1.1582039104683e-07,0.000100366641727153,18,52
"GO:0051131","chaperone-mediated protein complex assembly","BP",2.26286971226853e-07,0.000171582095932761,7,8
"GO:0005682","U5 snRNP","CC",1.52188568077729e-06,0.00102575094884389,10,20
"GO:0000387","spliceosomal snRNP assembly","BP",2.69379833567699e-06,0.00163405807042166,13,35
"GO:0016272","prefoldin complex","CC",7.42387620976526e-06,0.00375276942403634,7,11
"GO:0097250","mitochondrial respirasome assembly","BP",7.42387620976526e-06,0.00375276942403634,7,11
"GO:0005787","signal peptidase complex","CC",8.73651107856093e-06,0.00395336817783491,6,8
"GO:0005665","RNA polymerase II, core complex","CC",9.12415998840897e-06,0.00395336817783491,9,19
"GO:0008380","RNA splicing","BP",1.65111562863133e-05,0.00635343791530869,7,12
"GO:0005685","U1 snRNP","CC",1.69400893881054e-05,0.00635343791530869,12,35
"GO:0006122","mitochondrial electron transport, ubiquinol to cytochrome c","BP",1.78055464161305e-05,0.00635343791530869,8,16
"GO:0005743","mitochondrial inner membrane","CC",2.5149174071924e-05,0.00847527166223838,22,100
"GO:0002181","cytoplasmic translation","BP",3.20702301105969e-05,0.01023884293952,12,37
"GO:1905323","telomerase holoenzyme complex assembly","BP",5.09633001311687e-05,0.0154571689297835,4,4
"GO:0005753","mitochondrial proton-transporting ATP synthase complex","CC",5.64368610183628e-05,0.0155872053171529,6,10
"GO:0042273","ribosomal large subunit biogenesis","BP",5.75948927422255e-05,0.0155872053171529,10,28
"GO:0003899","DNA-directed 5'-3' RNA polymerase activity","MF",5.9100844427055e-05,0.0155872053171529,9,23
"GO:0006888","endoplasmic reticulum to Golgi vesicle-mediated transport","BP",7.57318076765315e-05,0.0191412143902433,24,122
"GO:0005686","U2 snRNP","CC",8.1277902159217e-05,0.0197212701799124,10,29
"GO:0005868","cytoplasmic dynein complex","CC",0.000128101412158008,0.0298870448519415,8,20
"GO:0043248","proteasome assembly","BP",0.00019358567054328,0.041938952768412,5,8
"GO:0045047","protein targeting to ER","BP",0.00019358567054328,0.041938952768412,5,8
"GO:0051879","Hsp90 protein binding","MF",0.000213993729291046,0.0434914054707541,6,12
"GO:0006457","protein folding","BP",0.000215091026067033,0.0434914054707541,21,107
"GO:0005739","mitochondrion","CC",0.000228896866478268,0.0443344279449733,65,494
"GO:2000051","negative regulation of non-canonical Wnt signaling pathway","BP",0.000237619892415822,0.0443344279449733,4,5
"GO:0031386","protein tag activity","MF",0.000248494980238888,0.0443344279449733,9,27
"GO:0045505","dynein intermediate chain binding","MF",0.000248494980238888,0.0443344279449733,9,27
"GO:0071013","catalytic step 2 spliceosome","CC",0.000269281339766594,0.0466703030578332,17,79
"GO:0046540","U4/U6 x U5 tri-snRNP complex","CC",0.000338921337474148,0.0571082453643939,9,28
"GO:0006465","signal peptide processing","BP",0.000368998332560629,0.0604957806841291,6,13
"GO:0071011","precatalytic spliceosome","CC",0.000546477118254208,0.0760990250464685,14,62
"GO:0004888","transmembrane signaling receptor activity","MF",0.00059686505217534,0.0760990250464685,10,36
"GO:0005736","RNA polymerase I complex","CC",0.000599650865637098,0.0760990250464685,6,14
"GO:0005750","mitochondrial respiratory chain complex III","CC",0.000599650865637098,0.0760990250464685,6,14
"GO:0005751","mitochondrial respiratory chain complex IV","CC",0.000601488738274929,0.0760990250464685,9,30
"GO:0008064","regulation of actin polymerization or depolymerization","BP",0.000603748998710648,0.0760990250464685,3,3
"GO:0010466","negative regulation of peptidase activity","BP",0.000603748998710648,0.0760990250464685,3,3
"GO:0032780","negative regulation of ATP-dependent activity","BP",0.000603748998710648,0.0760990250464685,3,3
"GO:0033178","proton-transporting two-sector ATPase complex, catalytic domain","CC",0.000603748998710648,0.0760990250464685,3,3
"GO:0050861","positive regulation of B cell receptor signaling pathway","BP",0.000603748998710648,0.0760990250464685,3,3
"GO:0071261","Ssh1 translocon complex","CC",0.000603748998710648,0.0760990250464685,3,3
"GO:0003755","peptidyl-prolyl cis-trans isomerase activity","MF",0.000616973032721497,0.0760990250464685,12,49
"GO:0001516","prostaglandin biosynthetic process","BP",0.000664894218177189,0.0760990250464685,4,6
"GO:0022904","respiratory electron transport chain","BP",0.000664894218177189,0.0760990250464685,4,6
"GO:0044183","protein folding chaperone","MF",0.000664894218177189,0.0760990250464685,4,6
"GO:0050220","prostaglandin-E synthase activity","MF",0.000664894218177189,0.0760990250464685,4,6
"GO:0030008","TRAPP complex","CC",0.000753891634844706,0.0834521659849861,5,10
"GO:0030134","COPII-coated ER to Golgi transport vesicle","CC",0.000756654983378542,0.0834521659849861,10,37
"GO:0022627","cytosolic small ribosomal subunit","CC",0.00128396089253746,0.136867153908968,13,60
"GO:0008250","oligosaccharyltransferase complex","CC",0.00128609096155806,0.136867153908968,5,11
"GO:0002082","regulation of oxidative phosphorylation","BP",0.001447346581243,0.151372488996897,4,7
"GO:0046961","proton-transporting ATPase activity, rotational mechanism","MF",0.00162024302000518,0.166582951853414,9,34
"GO:0019941","modification-dependent protein catabolic process","BP",0.0019805591067925,0.200234525696722,6,17
"GO:0005687","U4 snRNP","CC",0.00205187469889164,0.204043802024208,5,12
"GO:0033119","negative regulation of RNA splicing","BP",0.00226210609444909,0.214405243264503,3,4
"GO:0060702","negative regulation of endoribonuclease activity","BP",0.00226210609444909,0.214405243264503,3,4
"GO:0070513","death domain binding","MF",0.00226210609444909,0.214405243264503,3,4
"GO:0005839","proteasome core complex","CC",0.00261449327252039,0.237462580378617,10,43
"GO:0051087","protein-folding chaperone binding","MF",0.00261449327252039,0.237462580378617,10,43
"GO:0007004","telomere maintenance via telomerase","BP",0.00270110749194272,0.237462580378617,4,8
"GO:0034551","mitochondrial respiratory chain complex III assembly","BP",0.00270110749194272,0.237462580378617,4,8
"GO:2001234","negative regulation of apoptotic signaling pathway","BP",0.00270110749194272,0.237462580378617,4,8
"GO:0033617","mitochondrial cytochrome c oxidase assembly","BP",0.00276029520053307,0.23919929552048,6,18
"GO:0045121","membrane raft","CC",0.00376142176320719,0.321363160783307,7,25
"GO:0000276","mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)","CC",0.00449479551796598,0.373499035780571,5,14
"GO:0015078","proton transmembrane transporter activity","MF",0.00449479551796598,0.373499035780571,5,14
"GO:0071222","cellular response to lipopolysaccharide","BP",0.00497746813264816,0.408017860711402,6,20
"GO:0019899","enzyme binding","MF",0.00529883539749899,0.412086352836268,3,5
"GO:0030500","regulation of bone mineralization","BP",0.00529883539749899,0.412086352836268,3,5
"GO:0042030","ATPase inhibitor activity","MF",0.00529883539749899,0.412086352836268,3,5
"GO:0106035","protein maturation by [4Fe-4S] cluster transfer","BP",0.00529883539749899,0.412086352836268,3,5
"GO:0006351","DNA-templated transcription","BP",0.00566431857736683,0.434933626459585,11,55
"GO:0005793","endoplasmic reticulum-Golgi intermediate compartment","CC",0.00606369488190623,0.456413472844137,10,48
"GO:0005742","mitochondrial outer membrane translocase complex","CC",0.00706050905535632,0.456413472844137,4,10
"GO:0035145","exon-exon junction complex","CC",0.00706050905535632,0.456413472844137,4,10
"GO:0001503","ossification","BP",0.00714791953844263,0.456413472844137,2,2
"GO:0001533","cornified envelope","CC",0.00714791953844263,0.456413472844137,2,2
"GO:0022618","protein-RNA complex assembly","BP",0.00714791953844263,0.456413472844137,2,2
"GO:0030677","ribonuclease P complex","CC",0.00714791953844263,0.456413472844137,2,2
"GO:0043154","negative regulation of cysteine-type endopeptidase activity involved in apoptotic process","BP",0.00714791953844263,0.456413472844137,2,2
"GO:0044284","mitochondrial crista junction","CC",0.00714791953844263,0.456413472844137,2,2
"GO:0045577","regulation of B cell differentiation","BP",0.00714791953844263,0.456413472844137,2,2
"GO:0045900","negative regulation of translational elongation","BP",0.00714791953844263,0.456413472844137,2,2
"GO:0050178","phenylpyruvate tautomerase activity","MF",0.00714791953844263,0.456413472844137,2,2
"GO:0055070","copper ion homeostasis","BP",0.00714791953844263,0.456413472844137,2,2
"GO:0086002","cardiac muscle cell action potential involved in contraction","BP",0.00714791953844263,0.456413472844137,2,2
"GO:0098882","structural constituent of presynaptic active zone","MF",0.00714791953844263,0.456413472844137,2,2
"GO:1902306","negative regulation of sodium ion transmembrane transport","BP",0.00714791953844263,0.456413472844137,2,2
"GO:0005758","mitochondrial intermembrane space","CC",0.00828011635538714,0.523199852206025,6,22
"GO:0005852","eukaryotic translation initiation factor 3 complex","CC",0.00850473331466395,0.531852703987129,5,16
"GO:0005730","nucleolus","CC",0.00880090596096152,0.544758117950945,25,179
"GO:0010507","negative regulation of autophagy","BP",0.00993277657682078,0.602522227149948,3,6
"GO:0061656","SUMO conjugating enzyme activity","MF",0.00993277657682078,0.602522227149948,3,6
"GO:0031209","SCAR complex","CC",0.0103601765375267,0.613447811361464,4,11
"GO:0042130","negative regulation of T cell proliferation","BP",0.0103601765375267,0.613447811361464,4,11
"GO:0005666","RNA polymerase III complex","CC",0.0104162750692764,0.613447811361464,6,23
"GO:0016925","protein sumoylation","BP",0.0109858823564702,0.640772715137962,7,30
"GO:0000398","mRNA splicing, via spliceosome","BP",0.0121358599492749,0.701105966212393,19,129
"GO:0006890","retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum","BP",0.0126844937307405,0.725427158783893,8,38
"GO:0000413","protein peptidyl-prolyl isomerization","BP",0.0129156170703364,0.725427158783893,6,24
"GO:0006506","GPI anchor biosynthetic process","BP",0.0129156170703364,0.725427158783893,6,24
"GO:0005762","mitochondrial large ribosomal subunit","CC",0.0131788429904934,0.73342074844342,7,31
"GO:0016973","poly(A)+ mRNA export from nucleus","BP",0.014478079247717,0.793188381560518,5,18
"GO:0061617","MICOS complex","CC",0.0145143274568443,0.793188381560518,4,12
"GO:0005854","nascent polypeptide-associated complex","CC",0.0162968490735041,0.867163916490141,3,7
"GO:0043020","NADPH oxidase complex","CC",0.0162968490735041,0.867163916490141,3,7
"GO:0050853","B cell receptor signaling pathway","BP",0.0162968490735041,0.867163916490141,3,7
"GO:1902600","proton transmembrane transport","BP",0.0178831117541193,0.876808263630153,10,56
"GO:0004364","glutathione transferase activity","MF",0.0183099268382246,0.876808263630153,5,19
"GO:0097190","apoptotic signaling pathway","BP",0.0195857296919536,0.876808263630153,4,13
"GO:0000940","outer kinetochore","CC",0.0202362606179066,0.876808263630153,2,3
"GO:0002031","G protein-coupled receptor internalization","BP",0.0202362606179066,0.876808263630153,2,3
"GO:0004066","asparagine synthase (glutamine-hydrolyzing) activity","MF",0.0202362606179066,0.876808263630153,2,3
"GO:0004464","leukotriene-C4 synthase activity","MF",0.0202362606179066,0.876808263630153,2,3
"GO:0006529","asparagine biosynthetic process","BP",0.0202362606179066,0.876808263630153,2,3
"GO:0006850","mitochondrial pyruvate transmembrane transport","BP",0.0202362606179066,0.876808263630153,2,3
"GO:0010569","regulation of double-strand break repair via homologous recombination","BP",0.0202362606179066,0.876808263630153,2,3
"GO:0019348","dolichol metabolic process","BP",0.0202362606179066,0.876808263630153,2,3
"GO:0031461","cullin-RING ubiquitin ligase complex","CC",0.0202362606179066,0.876808263630153,2,3
"GO:0031701","angiotensin receptor binding","MF",0.0202362606179066,0.876808263630153,2,3
"GO:0032217","riboflavin transmembrane transporter activity","MF",0.0202362606179066,0.876808263630153,2,3
"GO:0032218","riboflavin transport","BP",0.0202362606179066,0.876808263630153,2,3
"GO:0033185","dolichol-phosphate-mannose synthase complex","CC",0.0202362606179066,0.876808263630153,2,3
"GO:0033204","ribonuclease P RNA binding","MF",0.0202362606179066,0.876808263630153,2,3
"GO:0036158","outer dynein arm assembly","BP",0.0202362606179066,0.876808263630153,2,3
"GO:0038062","protein tyrosine kinase collagen receptor activity","MF",0.0202362606179066,0.876808263630153,2,3
"GO:0044548","S100 protein binding","MF",0.0202362606179066,0.876808263630153,2,3
"GO:0048705","skeletal system morphogenesis","BP",0.0202362606179066,0.876808263630153,2,3
"GO:0061182","negative regulation of chondrocyte development","BP",0.0202362606179066,0.876808263630153,2,3
"GO:0061572","actin filament bundle organization","BP",0.0202362606179066,0.876808263630153,2,3
"GO:1900158","negative regulation of bone mineralization involved in bone maturation","BP",0.0202362606179066,0.876808263630153,2,3
"GO:2000009","negative regulation of protein localization to cell surface","BP",0.0202362606179066,0.876808263630153,2,3
"GO:2001244","positive regulation of intrinsic apoptotic signaling pathway","BP",0.0202362606179066,0.876808263630153,2,3
"GO:0019773","proteasome core complex, alpha-subunit complex","CC",0.0227540797400833,0.969970688721756,5,20
"GO:0072546","EMC complex","CC",0.0227540797400833,0.969970688721756,5,20
"GO:0005689","U12-type spliceosomal complex","CC",0.0228661075646573,0.969970688721756,6,27
"GO:0006605","protein targeting","BP",0.024454294022441,0.988931650267513,3,8
"GO:0008080","N-acetyltransferase activity","MF",0.024454294022441,0.988931650267513,3,8
"GO:0017080","sodium channel regulator activity","MF",0.024454294022441,0.988931650267513,3,8
"GO:0031295","T cell costimulation","BP",0.024454294022441,0.988931650267513,3,8
"GO:0042110","T cell activation","BP",0.024454294022441,0.988931650267513,3,8
"GO:0043186","P granule","CC",0.024454294022441,0.988931650267513,3,8
"GO:0044782","cilium organization","BP",0.024454294022441,0.988931650267513,3,8
"GO:0030234","enzyme regulator activity","MF",0.0256221033615486,1,4,14
"GO:0031966","mitochondrial membrane","CC",0.0270812513082105,1,6,28
"GO:0015986","proton motive force-driven ATP synthesis","BP",0.027840533305978,1,5,21
"GO:0006364","rRNA processing","BP",0.0293828512363444,1,8,44
"GO:0008180","COP9 signalosome","CC",0.0326562890329944,1,4,15
"GO:0005834","heterotrimeric G-protein complex","CC",0.0331811815756352,1,8,45
"GO:0030162","regulation of proteolysis","BP",0.0344125099900856,1,3,9
"GO:0031204","post-translational protein targeting to membrane, translocation","BP",0.0344125099900856,1,3,9
"GO:0031681","G-protein beta-subunit binding","MF",0.0344125099900856,1,3,9
"GO:0032432","actin filament bundle","CC",0.0344125099900856,1,3,9
"GO:0034719","SMN-Sm protein complex","CC",0.0344125099900856,1,3,9
"GO:0071986","Ragulator complex","CC",0.0344125099900856,1,3,9
"GO:0003743","translation initiation factor activity","MF",0.0359719708584948,1,12,80
"GO:0000275","mitochondrial proton-transporting ATP synthase complex, catalytic sector F(1)","CC",0.0382104151413641,1,2,4
"GO:0001819","positive regulation of cytokine production","BP",0.0382104151413641,1,2,4
"GO:0001881","receptor recycling","BP",0.0382104151413641,1,2,4
"GO:0003839","gamma-glutamylcyclotransferase activity","MF",0.0382104151413641,1,2,4
"GO:0016531","copper chaperone activity","MF",0.0382104151413641,1,2,4
"GO:0031005","filamin binding","MF",0.0382104151413641,1,2,4
"GO:0032434","regulation of proteasomal ubiquitin-dependent protein catabolic process","BP",0.0382104151413641,1,2,4
"GO:0034722","gamma-glutamyl-peptidase activity","MF",0.0382104151413641,1,2,4
"GO:0043653","mitochondrial fragmentation involved in apoptotic process","BP",0.0382104151413641,1,2,4
"GO:0045089","positive regulation of innate immune response","BP",0.0382104151413641,1,2,4
"GO:0045444","fat cell differentiation","BP",0.0382104151413641,1,2,4
"GO:0046900","tetrahydrofolylpolyglutamate metabolic process","BP",0.0382104151413641,1,2,4
"GO:0048487","beta-tubulin binding","MF",0.0382104151413641,1,2,4
"GO:0070370","cellular heat acclimation","BP",0.0382104151413641,1,2,4
"GO:0070453","regulation of heme biosynthetic process","BP",0.0382104151413641,1,2,4
"GO:0070765","gamma-secretase complex","CC",0.0382104151413641,1,2,4
"GO:1990782","protein tyrosine kinase binding","MF",0.0382104151413641,1,2,4
"GO:0007229","integrin-mediated signaling pathway","BP",0.0399138167960812,1,9,55
"GO:0002040","sprouting angiogenesis","BP",0.0400317421276694,1,5,23
"GO:0030041","actin filament polymerization","BP",0.0400317421276694,1,5,23
"GO:0030126","COPI vesicle coat","CC",0.0407068076057713,1,4,16
"GO:0051607","defense response to virus","BP",0.0407068076057713,1,4,16
"GO:0007030","Golgi organization","BP",0.0414588152058998,1,10,64
"GO:0043066","negative regulation of apoptotic process","BP",0.0428797194527825,1,7,39
"GO:0006486","protein glycosylation","BP",0.0441324624424143,1,9,56
"GO:0007160","cell-matrix adhesion","BP",0.0441324624424143,1,9,56
"GO:0009897","external side of plasma membrane","CC",0.0448060299643278,1,14,101
"GO:0005874","microtubule","CC",0.0454369060673421,1,10,65
"GO:0015297","antiporter activity","MF",0.0461347961049695,1,3,10
"GO:0044389","ubiquitin-like protein ligase binding","MF",0.0461347961049695,1,3,10
"GO:0050852","T cell receptor signaling pathway","BP",0.0461347961049695,1,3,10
"GO:0007059","chromosome segregation","BP",0.0471675645111781,1,5,24
"GO:0031398","positive regulation of protein ubiquitination","BP",0.0497787055661284,1,4,17
"GO:0034620","cellular response to unfolded protein","BP",0.0497787055661284,1,4,17
"GO:0044877","protein-containing complex binding","MF",0.0497787055661284,1,4,17
"GO:0006397","mRNA processing","BP",0.0571453769348985,1,8,50
"GO:0005786","signal recognition particle, endoplasmic reticulum targeting","CC",0.0595502784427606,1,3,11
"GO:0008301","DNA binding, bending","MF",0.0595502784427606,1,3,11
"GO:0008312","7S RNA binding","MF",0.0595502784427606,1,3,11
"GO:0019955","cytokine binding","MF",0.0595502784427606,1,3,11
"GO:0061024","membrane organization","BP",0.0595502784427606,1,3,11
"GO:0097526","spliceosomal tri-snRNP complex","CC",0.0595502784427606,1,3,11
"GO:0000245","spliceosomal complex assembly","BP",0.0598645987999603,1,4,18
"GO:0005885","Arp2/3 protein complex","CC",0.0598645987999603,1,4,18
"GO:0006935","chemotaxis","BP",0.0598645987999603,1,4,18
"GO:0051537","2 iron, 2 sulfur cluster binding","MF",0.0598645987999603,1,4,18
"GO:0000439","transcription factor TFIIH core complex","CC",0.060151468303941,1,2,5
"GO:0002188","translation reinitiation","BP",0.060151468303941,1,2,5
"GO:0004726","non-membrane spanning protein tyrosine phosphatase activity","MF",0.060151468303941,1,2,5
"GO:0005114","type II transforming growth factor beta receptor binding","MF",0.060151468303941,1,2,5
"GO:0005229","intracellular calcium activated chloride channel activity","MF",0.060151468303941,1,2,5
"GO:0007023","post-chaperonin tubulin folding pathway","BP",0.060151468303941,1,2,5
"GO:0008970","phospholipase A1 activity","MF",0.060151468303941,1,2,5
"GO:0015935","small ribosomal subunit","CC",0.060151468303941,1,2,5
"GO:0016410","N-acyltransferase activity","MF",0.060151468303941,1,2,5
"GO:0016574","histone ubiquitination","BP",0.060151468303941,1,2,5
"GO:0016578","histone deubiquitination","BP",0.060151468303941,1,2,5
"GO:0017183","protein histidyl modification to diphthamide","BP",0.060151468303941,1,2,5
"GO:0019370","leukotriene biosynthetic process","BP",0.060151468303941,1,2,5
"GO:0034361","very-low-density lipoprotein particle","CC",0.060151468303941,1,2,5
"GO:0034714","type III transforming growth factor beta receptor binding","MF",0.060151468303941,1,2,5
"GO:0035723","interleukin-15-mediated signaling pathway","BP",0.060151468303941,1,2,5
"GO:0035871","protein K11-linked deubiquitination","BP",0.060151468303941,1,2,5
"GO:0043280","positive regulation of cysteine-type endopeptidase activity involved in apoptotic process","BP",0.060151468303941,1,2,5
"GO:0048788","cytoskeleton of presynaptic active zone","CC",0.060151468303941,1,2,5
"GO:0060261","positive regulation of transcription initiation by RNA polymerase II","BP",0.060151468303941,1,2,5
"GO:0070072","vacuolar proton-transporting V-type ATPase complex assembly","BP",0.060151468303941,1,2,5
"GO:0070292","N-acylphosphatidylethanolamine metabolic process","BP",0.060151468303941,1,2,5
"GO:0070573","metallodipeptidase activity","MF",0.060151468303941,1,2,5
"GO:0071819","DUBm complex","CC",0.060151468303941,1,2,5
"GO:0072320","volume-sensitive chloride channel activity","MF",0.060151468303941,1,2,5
"GO:2000649","regulation of sodium ion transmembrane transporter activity","BP",0.060151468303941,1,2,5
"GO:0051082","unfolded protein binding","MF",0.0605108358673785,1,13,96
"GO:0030968","endoplasmic reticulum unfolded protein response","BP",0.0629950207926325,1,6,34
"GO:0007169","transmembrane receptor protein tyrosine kinase signaling pathway","BP",0.0665219846868625,1,12,88
"GO:0043087","regulation of GTPase activity","BP",0.0691739134053567,1,8,52
"GO:0000463","maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","BP",0.0709458446564232,1,4,19
"GO:0005005","transmembrane-ephrin receptor activity","MF",0.0709458446564232,1,4,19
"GO:0006366","transcription by RNA polymerase II","BP",0.0709458446564232,1,4,19
"GO:0017154","semaphorin receptor activity","MF",0.0709458446564232,1,4,19
"GO:0042102","positive regulation of T cell proliferation","BP",0.0745622621047327,1,3,12
"GO:0061817","endoplasmic reticulum-plasma membrane tethering","BP",0.0745622621047327,1,3,12
"GO:0031625","ubiquitin protein ligase binding","MF",0.0805079415592552,1,10,72
"GO:0038023","signaling receptor activity","MF",0.0826397538888485,1,8,54
"GO:0006367","transcription initiation at RNA polymerase II promoter","BP",0.0827399845103725,1,5,28
"GO:0034975","protein folding in endoplasmic reticulum","BP",0.0829937858855081,1,4,20
"GO:0050772","positive regulation of axonogenesis","BP",0.0829937858855081,1,4,20
"GO:0000050","urea cycle","BP",0.0845721643450778,1,1,1
"GO:0000053","argininosuccinate metabolic process","BP",0.0845721643450778,1,1,1
"GO:0000461","endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","BP",0.0845721643450778,1,1,1
"GO:0001099","basal RNA polymerase II transcription machinery binding","MF",0.0845721643450778,1,1,1
"GO:0001193","maintenance of transcriptional fidelity during transcription elongation by RNA polymerase II","BP",0.0845721643450778,1,1,1
"GO:0001735","prenylcysteine oxidase activity","MF",0.0845721643450778,1,1,1
"GO:0002355","detection of tumor cell","BP",0.0845721643450778,1,1,1
"GO:0003865","3-oxo-5-alpha-steroid 4-dehydrogenase activity","MF",0.0845721643450778,1,1,1
"GO:0003986","acetyl-CoA hydrolase activity","MF",0.0845721643450778,1,1,1
"GO:0004055","argininosuccinate synthase activity","MF",0.0845721643450778,1,1,1
"GO:0004493","methylmalonyl-CoA epimerase activity","MF",0.0845721643450778,1,1,1
"GO:0004582","dolichyl-phosphate beta-D-mannosyltransferase activity","MF",0.0845721643450778,1,1,1
"GO:0004668","protein-arginine deiminase activity","MF",0.0845721643450778,1,1,1
"GO:0004689","phosphorylase kinase activity","MF",0.0845721643450778,1,1,1
"GO:0004878","complement component C5a receptor activity","MF",0.0845721643450778,1,1,1
"GO:0004961","thromboxane A2 receptor activity","MF",0.0845721643450778,1,1,1
"GO:0004996","thyroid-stimulating hormone receptor activity","MF",0.0845721643450778,1,1,1
"GO:0005185","neurohypophyseal hormone activity","MF",0.0845721643450778,1,1,1
"GO:0005823","central plaque of spindle pole body","CC",0.0845721643450778,1,1,1
"GO:0006111","regulation of gluconeogenesis","BP",0.0845721643450778,1,1,1
"GO:0006294","nucleotide-excision repair, preincision complex assembly","BP",0.0845721643450778,1,1,1
"GO:0006409","tRNA export from nucleus","BP",0.0845721643450778,1,1,1
"GO:0006617","SRP-dependent cotranslational protein targeting to membrane, signal sequence recognition","BP",0.0845721643450778,1,1,1
"GO:0007600","sensory perception","BP",0.0845721643450778,1,1,1
"GO:0008406","gonad development","BP",0.0845721643450778,1,1,1
"GO:0008502","melatonin receptor activity","MF",0.0845721643450778,1,1,1
"GO:0008817","corrinoid adenosyltransferase activity","MF",0.0845721643450778,1,1,1
"GO:0009154","purine ribonucleotide catabolic process","BP",0.0845721643450778,1,1,1
"GO:0009890","negative regulation of biosynthetic process","BP",0.0845721643450778,1,1,1
"GO:0010038","response to metal ion","BP",0.0845721643450778,1,1,1
"GO:0015055","secretin receptor activity","MF",0.0845721643450778,1,1,1
"GO:0015074","DNA integration","BP",0.0845721643450778,1,1,1
"GO:0015098","molybdate ion transmembrane transporter activity","MF",0.0845721643450778,1,1,1
"GO:0015184","L-cystine transmembrane transporter activity","MF",0.0845721643450778,1,1,1
"GO:0015689","molybdate ion transport","BP",0.0845721643450778,1,1,1
"GO:0015811","L-cystine transport","BP",0.0845721643450778,1,1,1
"GO:0015938","coenzyme A catabolic process","BP",0.0845721643450778,1,1,1
"GO:0016095","polyprenol catabolic process","BP",0.0845721643450778,1,1,1
"GO:0016494","C-X-C chemokine receptor activity","MF",0.0845721643450778,1,1,1
"GO:0016846","carbon-sulfur lyase activity","MF",0.0845721643450778,1,1,1
"GO:0016857","racemase and epimerase activity, acting on carbohydrates and derivatives","MF",0.0845721643450778,1,1,1
"GO:0017174","glycine N-methyltransferase activity","MF",0.0845721643450778,1,1,1
"GO:0019075","virus maturation","BP",0.0845721643450778,1,1,1
"GO:0019166","trans-2-enoyl-CoA reductase (NADPH) activity","MF",0.0845721643450778,1,1,1
"GO:0019243","methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione","BP",0.0845721643450778,1,1,1
"GO:0019427","acetyl-CoA biosynthetic process from acetate","BP",0.0845721643450778,1,1,1
"GO:0030327","prenylated protein catabolic process","BP",0.0845721643450778,1,1,1
"GO:0030328","prenylcysteine catabolic process","BP",0.0845721643450778,1,1,1
"GO:0030550","acetylcholine receptor inhibitor activity","MF",0.0845721643450778,1,1,1
"GO:0031071","cysteine desulfurase activity","MF",0.0845721643450778,1,1,1
"GO:0032273","positive regulation of protein polymerization","BP",0.0845721643450778,1,1,1
"GO:0032970","regulation of actin filament-based process","BP",0.0845721643450778,1,1,1
"GO:0033045","regulation of sister chromatid segregation","BP",0.0845721643450778,1,1,1
"GO:0035418","protein localization to synapse","BP",0.0845721643450778,1,1,1
"GO:0039706","co-receptor binding","MF",0.0845721643450778,1,1,1
"GO:0042806","fucose binding","MF",0.0845721643450778,1,1,1
"GO:0043007","maintenance of rDNA","BP",0.0845721643450778,1,1,1
"GO:0043105","negative regulation of GTP cyclohydrolase I activity","BP",0.0845721643450778,1,1,1
"GO:0044549","GTP cyclohydrolase binding","MF",0.0845721643450778,1,1,1
"GO:0045777","positive regulation of blood pressure","BP",0.0845721643450778,1,1,1
"GO:0045780","positive regulation of bone resorption","BP",0.0845721643450778,1,1,1
"GO:0045859","regulation of protein kinase activity","BP",0.0845721643450778,1,1,1
"GO:0046491","L-methylmalonyl-CoA metabolic process","BP",0.0845721643450778,1,1,1
"GO:0046498","S-adenosylhomocysteine metabolic process","BP",0.0845721643450778,1,1,1
"GO:0046500","S-adenosylmethionine metabolic process","BP",0.0845721643450778,1,1,1
"GO:0046755","viral budding","BP",0.0845721643450778,1,1,1
"GO:0047961","glycine N-acyltransferase activity","MF",0.0845721643450778,1,1,1
"GO:0048019","receptor antagonist activity","MF",0.0845721643450778,1,1,1
"GO:0048535","lymph node development","BP",0.0845721643450778,1,1,1
"GO:0050833","pyruvate transmembrane transporter activity","MF",0.0845721643450778,1,1,1
"GO:0051126","negative regulation of actin nucleation","BP",0.0845721643450778,1,1,1
"GO:0051300","spindle pole body organization","BP",0.0845721643450778,1,1,1
"GO:0051353","positive regulation of oxidoreductase activity","BP",0.0845721643450778,1,1,1
"GO:0051561","positive regulation of mitochondrial calcium ion concentration","BP",0.0845721643450778,1,1,1
"GO:0051750","delta(3,5)-delta(2,4)-dienoyl-CoA isomerase activity","MF",0.0845721643450778,1,1,1
